date,category,description,amount
2026-03-27,Офис,Ремонт офиса,17572.97
2026-02-13,Зарплаты,Оклад — курьер,35021.95
2026-01-23,Офис,Подарки сотрудникам,6045.36
2026-01-04,Офис,Обеды для команды,3013.4
2026-01-20,Зарплаты,Оклад — менеджер,96261.91
2026-06-25,Офис,Ремонт офиса,6034.17
2026-02-02,Зарплаты,Оклад — маркетолог,137956.04
2026-02-03,Маркетинг,Таргет ВКонтакте,143852.28
2026-02-18,Закупка товара,Закупка — расходники упаковка,333884.53
2026-02-03,Зарплаты,Больничный,161074.0
2026-04-13,Закупка товара,Сертификация товара,17860.3
2026-01-11,Офис,Мебель,4827.15
2026-02-21,Маркетинг,Контент для соцсетей,12270.98
2026-04-17,Маркетинг,Email-рассылка,86255.64
2026-06-02,Логистика,Доставка СДЭК,13235.95
2026-03-08,Маркетинг,Яндекс.Директ,86514.47
2026-06-01,Аренда,Аренда офиса,110062.34
2026-02-21,Аренда,Коммунальные услуги склад,47250.46
2026-04-15,Офис,Обеды для команды,6033.9
2026-06-27,Маркетинг,Блогер — интеграция,4032.53
2026-01-12,Закупка товара,Сертификация товара,158717.13
2026-05-31,Офис,Подарки сотрудникам,5900.8
2026-04-22,Зарплаты,Оклад — курьер,122778.96
2026-02-07,Логистика,Курьерская служба,40425.35
2026-06-03,Маркетинг,Блогер — интеграция,143937.14
2026-01-17,Закупка товара,Закупка — поставщик Китай,238285.35
2026-02-02,IT,Домен — продление,63931.54
2026-03-19,Маркетинг,Email-рассылка,39424.94
2026-06-17,Маркетинг,Таргет ВКонтакте,58736.31
2026-06-27,Логистика,Доставка по Москве,34086.08
2026-02-24,Маркетинг,Контент для соцсетей,23536.04
2026-03-03,Логистика,Возврат товара — доставка,7980.3
2026-05-10,Логистика,Доставка СДЭК,37431.81
2026-01-07,Офис,Обеды для команды,5392.03
2026-05-02,Логистика,Международная доставка,22991.12
2026-03-16,IT,Облачное хранилище,57829.5
2026-01-02,Офис,Вода и кофе,4230.28
2026-04-18,Закупка товара,Закупка — образцы,181335.85
2026-02-10,IT,Антивирус — лицензия,20613.35
2026-03-26,IT,Облачное хранилище,50849.23
2026-03-10,Маркетинг,Дизайн баннеров,128167.28
2026-05-09,Логистика,Транспортировка со склада,15649.76
2026-02-28,Аренда,Коммунальные услуги офис,236612.41
2026-04-20,Аренда,Аренда шоурума,207877.29
2026-01-21,Зарплаты,Оклад — бухгалтер,121659.08
2026-01-03,Логистика,Доставка СДЭК,17470.31
2026-04-21,IT,Телефония,35777.61
2026-02-12,Аренда,Коммунальные услуги склад,162230.05
2026-05-11,Логистика,Доставка СДЭК,23492.92
2026-01-12,IT,Хостинг сайта,20334.0
2026-01-15,IT,Телефония,63745.72
2026-02-02,Офис,Вода и кофе,4079.75
2026-03-13,Логистика,Доставка Почта России,39210.03
2026-06-22,Зарплаты,Больничный,42609.07
2026-05-03,Офис,Вода и кофе,526.61
2026-03-06,Аренда,Коммунальные услуги склад,35314.71
2026-05-13,Логистика,Курьерская служба,27040.63
2026-05-19,Маркетинг,Блогер — интеграция,51705.44
2026-01-05,Логистика,Международная доставка,29940.37
2026-04-06,IT,Хостинг сайта,39738.33
2026-03-11,IT,Разработка сайта,3287.3
2026-03-17,Зарплаты,Оклад — маркетолог,47533.39
2026-04-30,IT,Техподдержка,7205.1
2026-03-05,Маркетинг,Дизайн баннеров,23951.92
2026-04-21,Закупка товара,Закупка — допартия,175136.94
2026-02-24,Маркетинг,SEO-продвижение,71047.44
2026-02-12,Маркетинг,Блогер — интеграция,138453.82
2026-04-03,Логистика,Транспортировка со склада,23690.53
2026-01-09,Маркетинг,Дизайн баннеров,11776.19
2026-06-23,Аренда,Парковка,134710.33
2026-04-14,Офис,Обеды для команды,12214.42
2026-05-24,Закупка товара,Закупка — поставщик Китай,148974.17
2026-01-31,Зарплаты,Премия квартальная,109611.31
2026-01-15,IT,Разработка сайта,13864.93
2026-04-29,Офис,Канцелярия,24254.8
2026-06-27,Аренда,Аренда склада,58015.46
2026-04-20,IT,Хостинг сайта,56113.78
2026-04-28,IT,Антивирус — лицензия,18456.91
2026-06-11,Зарплаты,Оклад — менеджер,153585.38
2026-06-05,IT,Домен — продление,10977.34
2026-04-15,Логистика,Доставка СДЭК,30945.44
2026-04-11,Логистика,Курьерская служба,44683.83
2026-04-13,Логистика,Доставка Boxberry,36310.8
2026-06-29,Офис,Новогодний корпоратив,24359.34
2026-01-07,Закупка товара,Закупка — расходники упаковка,7299.46
2026-04-11,Зарплаты,Оклад — бухгалтер,146857.45
2026-04-06,Зарплаты,Оклад — маркетолог,89959.41
2026-02-10,Аренда,Коммунальные услуги склад,107448.96
2026-02-15,IT,CRM — подписка,78120.28
2026-01-24,Аренда,Аренда офиса,158766.9
2026-01-22,Зарплаты,Оклад — маркетолог,161551.08
2026-01-14,Офис,Подарки сотрудникам,10850.2
2026-03-18,IT,Хостинг сайта,60738.17
2026-05-04,Офис,Вода и кофе,18227.72
2026-02-02,Аренда,Аренда шоурума,202416.76
2026-04-27,Офис,Новогодний корпоратив,9119.36
2026-03-24,IT,Техподдержка,30799.59
2026-06-15,Офис,Вода и кофе,14561.74
2026-05-03,IT,Облачное хранилище,78484.72
2026-03-16,Логистика,Доставка СДЭК,30027.84
2026-02-23,Маркетинг,SEO-продвижение,47499.39
2026-03-18,Офис,Канцелярия,11077.55
2026-04-24,Офис,Обеды для команды,10682.95
2026-02-18,Офис,Уборка офиса,12134.35
2026-01-30,Закупка товара,Закупка — новый поставщик,275501.61
2026-01-28,Закупка товара,Закупка — поставщик РФ,144961.66
2026-01-13,Маркетинг,Яндекс.Директ,27492.85
2026-04-09,Зарплаты,Оклад — бухгалтер,47022.85
2026-04-17,Логистика,Экспресс-доставка,29473.28
2026-06-19,Маркетинг,Контент для соцсетей,142376.76
2026-03-28,Офис,Ремонт офиса,1284.83
2026-06-26,IT,Домен — продление,31405.46
2026-04-02,IT,Хостинг сайта,79162.89
2026-03-27,Маркетинг,Реклама Telegram,65437.0
2026-04-24,IT,1С — обслуживание,31399.03
2026-01-15,Маркетинг,SEO-продвижение,124517.63
2026-01-15,Закупка товара,Закупка — образцы,116999.12
2026-06-29,IT,Антивирус — лицензия,45156.61
2026-04-16,IT,Хостинг сайта,61382.77
2026-02-27,IT,Разработка сайта,66164.1
2026-02-07,Маркетинг,Email-рассылка,116710.66
2026-05-20,Аренда,Коммунальные услуги офис,108582.65
2026-02-02,Логистика,Доставка по Москве,13712.44
2026-05-10,IT,CRM — подписка,56180.09
2026-02-21,Логистика,Доставка СДЭК,14179.8
2026-05-19,Логистика,Доставка СДЭК,33625.22
2026-02-24,Закупка товара,Закупка — поставщик РФ,127277.26
2026-05-23,Офис,Ремонт офиса,2289.86
2026-02-15,Зарплаты,Оклад — кладовщик,25984.18
2026-06-04,IT,CRM — подписка,24734.39
2026-02-11,Офис,Канцелярия,5397.61
2026-06-20,Офис,Новогодний корпоратив,13404.37
2026-01-15,Логистика,Экспресс-доставка,41734.7
2026-02-08,Аренда,Парковка,112836.29
2026-05-09,Закупка товара,Закупка — поставщик РФ,197727.6
2026-04-08,Аренда,Парковка,171155.99
2026-06-17,Офис,Мебель,13498.5
2026-06-08,Логистика,Экспресс-доставка,8396.79
2026-04-23,IT,Разработка сайта,9586.9
2026-02-22,Маркетинг,Яндекс.Директ,42694.45
2026-04-10,Аренда,Аренда склада,162061.21
2026-01-05,IT,1С — обслуживание,47519.38
2026-02-05,Маркетинг,Таргет ВКонтакте,147799.62
2026-02-17,Логистика,Доставка Boxberry,35627.86
2026-02-10,Офис,Подарки сотрудникам,3158.85
2026-04-04,Аренда,Аренда офиса,47525.93
2026-04-12,Логистика,Экспресс-доставка,11304.07
2026-03-21,Маркетинг,Блогер — интеграция,83803.73
2026-04-10,IT,Домен — продление,28905.97
2026-05-17,Маркетинг,Таргет ВКонтакте,41978.53
2026-04-03,Зарплаты,Подработка — сезон,148164.14
2026-05-06,Офис,Ремонт офиса,14033.37
2026-04-18,Маркетинг,Яндекс.Директ,93668.46
2026-05-04,IT,Разработка сайта,5122.2
2026-06-13,Зарплаты,Оклад — менеджер,102771.54
2026-05-21,Логистика,Доставка Почта России,13059.14
2026-03-26,Зарплаты,Оклад — бухгалтер,39256.69
2026-05-29,Аренда,Аренда склада,162885.51
2026-04-11,Зарплаты,Оклад — менеджер,81452.45
2026-01-30,IT,CRM — подписка,13739.12
2026-04-01,Зарплаты,Оклад — курьер,55956.72
2026-03-20,IT,Антивирус — лицензия,68071.47
2026-04-05,Офис,Подарки сотрудникам,13290.08
2026-02-16,Офис,Уборка офиса,1794.38
2026-02-22,Офис,Обеды для команды,13344.91
2026-01-18,Офис,Обеды для команды,1352.57
2026-04-16,IT,Облачное хранилище,60468.14
2026-05-23,Закупка товара,Закупка — новый поставщик,338886.24
2026-06-21,IT,Антивирус — лицензия,42457.46
2026-03-28,Аренда,Аренда шоурума,209660.75
2026-01-10,Логистика,Доставка Почта России,3953.61
2026-02-06,Аренда,Аренда шоурума,129192.5
2026-03-03,Офис,Вода и кофе,2378.98
2026-04-23,Офис,Уборка офиса,8552.19
2026-05-14,Офис,Обеды для команды,2696.54
2026-06-07,Зарплаты,Оклад — маркетолог,165196.95
2026-01-15,Зарплаты,Подработка — сезон,166160.4
2026-03-08,Аренда,Коммунальные услуги склад,124101.44
2026-03-29,Логистика,Курьерская служба,16196.13
2026-02-01,Маркетинг,Дизайн баннеров,143503.62
2026-03-23,Маркетинг,Промо-акция,146972.54
2026-01-04,Закупка товара,Закупка — образцы,56185.36
2026-05-09,Офис,Ремонт офиса,6287.02
2026-04-02,IT,Домен — продление,52349.74
2026-02-14,Зарплаты,Подработка — сезон,83407.84
2026-05-21,IT,Телефония,72127.99
2026-05-24,Аренда,Аренда шоурума,58356.7
2026-04-16,Офис,Подарки сотрудникам,9180.29
2026-05-22,Логистика,Доставка Boxberry,25391.3
2026-01-13,Маркетинг,Блогер — интеграция,54832.18
2026-03-31,Зарплаты,Оклад — маркетолог,105772.8
2026-02-22,Офис,Вода и кофе,14238.58
2026-04-07,Закупка товара,Сертификация товара,201705.25
2026-06-01,Маркетинг,Таргет ВКонтакте,29477.52
2026-04-24,Офис,Обеды для команды,11616.59
2026-02-15,Маркетинг,Реклама Telegram,31006.16
2026-04-16,Офис,Канцелярия,19253.16
2026-05-11,Зарплаты,Премия квартальная,101074.83
2026-05-20,Аренда,Коммунальные услуги склад,247438.38
2026-04-06,IT,1С — обслуживание,46845.47
2026-04-21,Аренда,Аренда офиса,197423.16
2026-04-28,Зарплаты,Оклад — кладовщик,78928.32
2026-01-25,Маркетинг,Яндекс.Директ,31478.62
2026-05-04,Аренда,Аренда шоурума,15643.27
2026-03-30,Зарплаты,Больничный,45512.72
2026-03-05,Аренда,Парковка,95851.69
2026-01-29,Зарплаты,Оклад — бухгалтер,102905.13
2026-04-12,Офис,Вода и кофе,5659.0
2026-04-07,Закупка товара,Таможенные сборы,22988.44
2026-04-09,Зарплаты,Оклад — менеджер,158729.79
2026-03-27,Логистика,Возврат товара — доставка,36332.05
2026-03-27,IT,Разработка сайта,4482.85
2026-06-13,Маркетинг,SEO-продвижение,134467.75
2026-05-24,Маркетинг,Промо-акция,72278.86
2026-02-15,Аренда,Аренда шоурума,143993.25
2026-04-24,Маркетинг,Блогер — интеграция,14427.37
2026-06-14,Аренда,Коммунальные услуги склад,147341.02
2026-06-25,Офис,Новогодний корпоратив,23753.5
2026-04-05,Аренда,Аренда шоурума,35777.76
2026-04-03,Логистика,Международная доставка,20919.74
2026-06-07,Логистика,Международная доставка,27098.0
2026-04-23,IT,Домен — продление,70061.04
2026-01-09,Аренда,Аренда склада,49162.99
2026-05-07,Зарплаты,Оклад — дизайнер,153224.91
2026-03-06,Офис,Обеды для команды,21311.04
2026-02-23,IT,Разработка сайта,53634.17
2026-05-05,Закупка товара,Закупка — поставщик РФ,309818.9
2026-04-25,Зарплаты,Оклад — кладовщик,157771.33
2026-06-22,Маркетинг,Промо-акция,105263.35
2026-05-27,Маркетинг,Дизайн баннеров,14107.72
2026-05-23,Офис,Уборка офиса,8278.66
2026-04-04,Аренда,Парковка,129325.93
2026-01-04,Аренда,Аренда шоурума,137126.72
2026-04-13,Закупка товара,Закупка — новый поставщик,95582.5
2026-01-27,Зарплаты,Оклад — кладовщик,138268.32
2026-06-10,Закупка товара,Закупка — новый поставщик,295845.6
2026-06-01,Логистика,Доставка по Москве,29534.32
2026-06-21,Офис,Мебель,24458.44
2026-02-05,IT,Техподдержка,3378.22
2026-04-22,Закупка товара,Закупка — новый поставщик,275588.32
2026-05-08,Офис,Подарки сотрудникам,8166.65
2026-05-03,Зарплаты,Оклад — кладовщик,162565.39
2026-04-15,Закупка товара,Закупка — образцы,254117.46
2026-01-02,Маркетинг,Таргет ВКонтакте,138798.21
2026-01-12,Зарплаты,Больничный,105174.82
2026-01-08,Логистика,Курьерская служба,13196.33
2026-05-03,Логистика,Курьерская служба,41614.71
2026-02-22,Аренда,Коммунальные услуги склад,142424.93
2026-04-23,Логистика,Курьерская служба,31052.31
2026-02-24,Офис,Подарки сотрудникам,11576.55
2026-03-23,Зарплаты,Оклад — кладовщик,52310.14
2026-01-05,Аренда,Коммунальные услуги склад,177410.33
2026-01-19,Аренда,Коммунальные услуги склад,148816.47
2026-03-08,Логистика,Доставка СДЭК,16658.37
2026-05-25,Офис,Уборка офиса,7596.58
2026-06-19,Логистика,Доставка Boxberry,29988.48
2026-02-03,Логистика,Транспортировка со склада,39671.52
2026-02-28,Аренда,Аренда шоурума,159854.64
2026-05-18,IT,Домен — продление,63073.9
2026-05-26,Закупка товара,Закупка — поставщик Китай,285728.59
2026-06-08,Логистика,Транспортировка со склада,39334.01
2026-02-26,Зарплаты,Оклад — маркетолог,159591.82
2026-06-12,Аренда,Коммунальные услуги склад,133704.7
2026-01-21,Закупка товара,Сертификация товара,301235.25
2026-01-12,Зарплаты,Больничный,53920.36
2026-02-10,IT,1С — обслуживание,72967.88
2026-02-06,Закупка товара,Таможенные сборы,219949.49
2026-02-09,Логистика,Доставка по Москве,23419.12
2026-05-28,Логистика,Доставка по Москве,39478.22
2026-01-03,Аренда,Аренда склада,124265.79
2026-05-30,Аренда,Аренда склада,43539.03
2026-02-09,Маркетинг,Яндекс.Директ,119100.49
2026-06-20,IT,CRM — подписка,19304.64
2026-02-22,Логистика,Доставка Boxberry,36364.9
2026-01-18,Маркетинг,Блогер — интеграция,49322.92
2026-06-09,Зарплаты,Оклад — дизайнер,67180.79
2026-01-06,Зарплаты,Оклад — менеджер,59335.72
2026-05-31,Логистика,Курьерская служба,34058.1
2026-04-12,Маркетинг,Email-рассылка,123609.44
2026-01-24,Аренда,Аренда офиса,210179.04
2026-02-27,Офис,Обеды для команды,19082.26
2026-03-25,Офис,Новогодний корпоратив,12484.91
2026-01-12,IT,CRM — подписка,58196.91
2026-02-20,Офис,Подарки сотрудникам,642.35
2026-04-05,IT,1С — обслуживание,58731.63
2026-03-22,Зарплаты,Оклад — маркетолог,131603.84
2026-01-29,IT,Техподдержка,62753.17
2026-05-30,Зарплаты,Оклад — кладовщик,105429.67
2026-06-02,IT,1С — обслуживание,54747.01
2026-05-10,Аренда,Аренда склада,97716.38
2026-06-08,Офис,Мебель,9526.53
2026-02-10,Зарплаты,Подработка — сезон,106025.95
2026-02-15,Аренда,Парковка,116273.15
2026-06-21,Зарплаты,Оклад — курьер,154846.08
2026-04-02,IT,CRM — подписка,33092.24
2026-04-15,Маркетинг,Email-рассылка,63184.59
2026-04-15,Аренда,Аренда офиса,24214.62
2026-02-14,Зарплаты,Премия квартальная,131637.54
2026-06-14,Маркетинг,SEO-продвижение,129765.27
2026-02-23,Аренда,Аренда шоурума,16187.0
2026-03-17,IT,Хостинг сайта,9122.41
2026-01-26,Логистика,Возврат товара — доставка,38123.73
2026-04-08,Зарплаты,Больничный,178892.77
2026-06-26,Закупка товара,Закупка — поставщик РФ,254297.76
2026-02-15,Логистика,Курьерская служба,38255.73
2026-01-24,IT,Разработка сайта,20612.35
2026-02-12,IT,Разработка сайта,52591.65
2026-05-02,Маркетинг,Промо-акция,107832.05
2026-01-11,IT,1С — обслуживание,1705.46
2026-02-27,Маркетинг,Блогер — интеграция,84596.82
2026-06-24,Логистика,Доставка Почта России,30367.48
2026-06-19,Логистика,Транспортировка со склада,21682.36
2026-06-20,Зарплаты,Оклад — маркетолог,25151.62
2026-01-25,IT,Домен — продление,27345.19
2026-06-05,Маркетинг,Контент для соцсетей,24671.46
2026-01-06,Зарплаты,Оклад — бухгалтер,94336.68
2026-05-27,Зарплаты,Оклад — бухгалтер,178274.98
2026-01-30,Офис,Ремонт офиса,6615.49
2026-01-17,Маркетинг,Таргет ВКонтакте,28211.87
2026-04-25,IT,1С — обслуживание,19550.66
2026-03-23,Закупка товара,Закупка — образцы,152333.49
2026-04-13,Аренда,Аренда офиса,197646.37
2026-05-05,Аренда,Аренда склада,158322.71
2026-01-11,IT,Телефония,43821.43
2026-02-11,Маркетинг,Дизайн баннеров,68367.51
2026-05-13,IT,Облачное хранилище,16862.27
2026-06-26,Аренда,Коммунальные услуги офис,230972.71
2026-01-03,Логистика,Доставка Почта России,10166.42
2026-06-24,IT,CRM — подписка,41190.9
2026-06-17,Офис,Подарки сотрудникам,9449.77
2026-03-05,Маркетинг,Таргет ВКонтакте,78933.74
2026-02-09,Закупка товара,Таможенные сборы,242500.26
2026-05-22,Зарплаты,Оклад — бухгалтер,56613.34
2026-05-20,Логистика,Возврат товара — доставка,20892.38
2026-01-29,Логистика,Международная доставка,21963.83
2026-01-08,Зарплаты,Оклад — бухгалтер,37813.95
2026-06-13,Закупка товара,Таможенные сборы,136918.13
2026-02-13,Зарплаты,Оклад — дизайнер,159431.87
2026-05-29,IT,1С — обслуживание,31385.55
2026-02-10,Логистика,Доставка Почта России,41880.93
2026-01-23,Офис,Канцелярия,7151.69
2026-01-21,Офис,Мебель,11085.24
2026-04-29,Зарплаты,Оклад — маркетолог,116695.04
2026-05-28,Зарплаты,Оклад — менеджер,157793.47
2026-04-21,Зарплаты,Больничный,26373.88
2026-05-04,Офис,Уборка офиса,18530.04
2026-01-20,IT,1С — обслуживание,65197.13
2026-04-06,Логистика,Доставка по Москве,37137.22
2026-04-06,Зарплаты,Оклад — курьер,113562.41
2026-01-02,Зарплаты,Оклад — дизайнер,162511.65
2026-03-29,IT,1С — обслуживание,30161.47
2026-05-28,Аренда,Коммунальные услуги склад,91001.74
2026-04-19,Логистика,Доставка Почта России,30491.24
2026-04-14,Офис,Ремонт офиса,6424.92
2026-01-28,Логистика,Доставка Boxberry,17311.28
2026-01-31,Логистика,Доставка Почта России,12001.78
2026-04-06,Зарплаты,Оклад — кладовщик,140411.29
2026-03-30,IT,1С — обслуживание,20553.45
2026-01-12,Логистика,Доставка СДЭК,14545.37
2026-01-02,Зарплаты,Оклад — кладовщик,178963.1
2026-04-06,Зарплаты,Оклад — бухгалтер,114932.83
2026-02-11,Маркетинг,Таргет ВКонтакте,117113.2
2026-02-08,Маркетинг,SEO-продвижение,126799.34
2026-01-27,Маркетинг,Реклама Telegram,50892.36
2026-02-05,Аренда,Коммунальные услуги офис,23399.99
2026-03-12,Маркетинг,Дизайн баннеров,12438.68
2026-03-24,Аренда,Аренда офиса,170635.1
2026-01-03,Офис,Новогодний корпоратив,21798.56
2026-02-20,IT,Техподдержка,7953.63
2026-05-06,Маркетинг,Email-рассылка,95948.14
2026-04-07,Аренда,Аренда офиса,107471.13
2026-02-19,Зарплаты,Подработка — сезон,150344.19
2026-04-15,Офис,Мебель,11402.68
2026-06-25,IT,Облачное хранилище,28052.11
2026-05-27,Закупка товара,Таможенные сборы,5927.39
2026-05-08,Зарплаты,Оклад — курьер,42475.27
2026-04-24,Зарплаты,Оклад — кладовщик,100991.67
2026-05-28,Офис,Мебель,19363.23
2026-02-16,Зарплаты,Оклад — менеджер,69499.06
2026-06-25,Зарплаты,Подработка — сезон,126464.23
2026-05-01,Маркетинг,Таргет ВКонтакте,4425.63
2026-01-28,Офис,Подарки сотрудникам,17351.12
2026-04-19,Аренда,Коммунальные услуги офис,215602.27
2026-06-24,Маркетинг,Промо-акция,62983.66
2026-02-18,Маркетинг,Контент для соцсетей,123139.69
2026-01-16,IT,Антивирус — лицензия,7473.83
2026-06-05,Маркетинг,Яндекс.Директ,35117.96
2026-03-17,Аренда,Парковка,69322.67
2026-03-17,Зарплаты,Больничный,87372.06
2026-01-17,Логистика,Экспресс-доставка,30318.52
2026-02-14,Аренда,Аренда шоурума,207721.06
2026-01-29,IT,Облачное хранилище,77049.12
2026-05-18,Закупка товара,Закупка — поставщик Китай,83358.43
2026-01-04,IT,Телефония,24951.85
2026-03-21,Аренда,Аренда склада,150990.91
2026-03-17,Зарплаты,Больничный,109229.06
2026-01-24,Закупка товара,Закупка — расходники упаковка,309479.21
2026-05-22,Зарплаты,Оклад — маркетолог,165477.05
2026-06-04,IT,Домен — продление,62807.29
2026-01-24,Логистика,Экспресс-доставка,7096.1
2026-01-05,Аренда,Аренда склада,62770.72
2026-04-10,IT,CRM — подписка,26300.22
2026-04-23,IT,Антивирус — лицензия,19797.85
2026-03-20,Офис,Обеды для команды,13409.89
2026-02-09,IT,Хостинг сайта,54513.27
2026-05-18,Закупка товара,Закупка — расходники упаковка,344899.97
2026-05-12,Офис,Уборка офиса,12251.57
2026-06-26,Закупка товара,Закупка — поставщик Китай,43596.49
2026-05-07,Маркетинг,Email-рассылка,54186.1
2026-04-04,IT,Домен — продление,58037.54
2026-03-24,Аренда,Парковка,167129.51
2026-01-15,Аренда,Коммунальные услуги офис,206827.01
2026-03-14,Логистика,Курьерская служба,20184.17
2026-01-03,Логистика,Доставка СДЭК,28172.03
2026-05-04,Зарплаты,Премия квартальная,74896.26
2026-01-03,Маркетинг,Промо-акция,137032.61
2026-02-01,Закупка товара,Закупка — новый поставщик,190943.75
2026-05-11,IT,Разработка сайта,73609.85
2026-06-22,Логистика,Доставка Boxberry,42196.59
2026-05-16,Закупка товара,Закупка — расходники упаковка,244324.69
2026-06-24,Офис,Подарки сотрудникам,8999.58
2026-03-04,Маркетинг,Блогер — интеграция,39310.62
2026-01-22,IT,Облачное хранилище,47879.35
2026-05-15,IT,Антивирус — лицензия,8587.34
2026-01-01,IT,Техподдержка,66169.25
2026-01-20,Офис,Новогодний корпоратив,23355.6
2026-04-08,Офис,Ремонт офиса,4482.45
2026-04-03,Маркетинг,Блогер — интеграция,15814.32
2026-04-11,Закупка товара,Закупка — расходники упаковка,256696.91
2026-06-07,Закупка товара,Закупка — поставщик РФ,345923.71
2026-06-21,IT,Антивирус — лицензия,13187.12
2026-01-31,Аренда,Аренда шоурума,74079.86
2026-04-08,Офис,Уборка офиса,8106.93
2026-06-13,Логистика,Доставка Почта России,41362.88
2026-06-04,Маркетинг,Email-рассылка,101135.77
2026-05-15,Аренда,Коммунальные услуги офис,241830.37
2026-06-01,IT,Облачное хранилище,9495.54
2026-03-19,Логистика,Транспортировка со склада,5304.04
2026-03-13,Логистика,Доставка Почта России,18606.0
2026-03-04,Маркетинг,Блогер — интеграция,30686.68
2026-03-07,Логистика,Доставка по Москве,16705.74
2026-05-13,IT,Антивирус — лицензия,59534.64
2026-05-14,Маркетинг,Email-рассылка,48116.56
2026-01-20,Закупка товара,Закупка — расходники упаковка,125656.73
2026-04-30,Закупка товара,Закупка — поставщик РФ,115094.98
2026-06-07,Аренда,Аренда шоурума,153997.33
2026-03-09,Логистика,Доставка по Москве,11617.88
2026-02-04,Зарплаты,Оклад — бухгалтер,85036.2
2026-04-22,Маркетинг,Таргет ВКонтакте,15803.28
2026-01-19,Маркетинг,Дизайн баннеров,83876.99
2026-03-28,Маркетинг,Таргет ВКонтакте,60297.75
2026-04-22,Маркетинг,Контент для соцсетей,34765.44
2026-05-12,Зарплаты,Оклад — менеджер,95282.01
2026-03-01,Логистика,Доставка Почта России,42914.57
2026-06-03,IT,Техподдержка,65782.72
2026-06-29,Зарплаты,Подработка — сезон,71331.54
2026-06-11,Аренда,Аренда шоурума,48786.25
2026-01-08,Офис,Вода и кофе,19400.04
2026-05-04,Закупка товара,Закупка — сезонная коллекция,157449.89
2026-04-18,Зарплаты,Оклад — менеджер,57059.33
2026-01-13,IT,Телефония,40011.67
2026-03-17,Аренда,Аренда офиса,211462.1
2026-04-08,Логистика,Экспресс-доставка,17463.86
2026-03-26,Маркетинг,Реклама Telegram,5573.37
2026-01-05,Офис,Ремонт офиса,4830.01
2026-05-17,IT,Домен — продление,78260.78
2026-04-13,Аренда,Коммунальные услуги склад,52178.36
2026-04-28,Логистика,Доставка Почта России,28477.13
2026-02-08,IT,Домен — продление,2804.41
2026-03-13,Маркетинг,Таргет ВКонтакте,99378.33
2026-04-18,Аренда,Парковка,134338.53
2026-03-17,Аренда,Аренда офиса,56621.34
2026-06-28,Закупка товара,Закупка — сезонная коллекция,314120.56
2026-06-27,IT,Домен — продление,36050.61
2026-03-03,Закупка товара,Закупка — расходники упаковка,280635.3
2026-05-07,IT,Антивирус — лицензия,78379.47
2026-01-11,Закупка товара,Сертификация товара,143478.54
2026-02-24,IT,Облачное хранилище,60034.58
2026-06-14,Зарплаты,Оклад — маркетолог,168073.74
2026-05-30,Закупка товара,Закупка — поставщик Китай,77048.63
2026-05-19,Закупка товара,Закупка — образцы,154354.12
2026-05-17,Офис,Подарки сотрудникам,17018.97
2026-06-07,Аренда,Коммунальные услуги склад,198358.26
2026-03-11,Маркетинг,Яндекс.Директ,101747.37
2026-01-25,IT,Техподдержка,15309.73
2026-02-14,Маркетинг,Дизайн баннеров,7199.17
2026-03-12,Офис,Мебель,10632.23
2026-02-19,Зарплаты,Оклад — менеджер,67448.55
2026-03-22,Логистика,Транспортировка со склада,1637.03
2026-06-26,IT,CRM — подписка,30892.34
2026-03-03,Логистика,Международная доставка,30088.78
2026-04-09,Логистика,Доставка СДЭК,13627.37
2026-04-19,IT,Техподдержка,61813.2
2026-06-05,Аренда,Аренда склада,83863.13
2026-06-05,Закупка товара,Закупка — образцы,12038.26
2026-03-02,Логистика,Транспортировка со склада,24217.8
2026-04-28,Маркетинг,Email-рассылка,96755.44
2026-04-16,Офис,Вода и кофе,8451.37
2026-05-14,Закупка товара,Закупка — поставщик РФ,48712.91
2026-04-18,Логистика,Доставка по Москве,1967.86
2026-05-06,Аренда,Аренда шоурума,194389.75
2026-02-07,Зарплаты,Оклад — дизайнер,104269.25
2026-02-25,Офис,Обеды для команды,4760.91
2026-04-14,Закупка товара,Закупка — образцы,131709.81
2026-05-10,Закупка товара,Закупка — поставщик РФ,338370.93
2026-03-07,Закупка товара,Закупка — новый поставщик,36930.1
2026-05-05,IT,Домен — продление,16730.72
2026-05-18,Аренда,Коммунальные услуги склад,224665.45
2026-02-26,Маркетинг,Промо-акция,44687.7
2026-06-22,Аренда,Коммунальные услуги склад,182573.53
2026-01-06,Зарплаты,Оклад — курьер,50934.31
2026-06-05,Логистика,Доставка Boxberry,29862.46
2026-02-08,Закупка товара,Таможенные сборы,23361.65
2026-05-06,Аренда,Коммунальные услуги склад,85558.09
2026-01-10,IT,Антивирус — лицензия,35961.94
2026-06-09,Закупка товара,Закупка — поставщик Китай,165512.32
2026-03-21,Закупка товара,Таможенные сборы,217628.79
2026-03-16,IT,Хостинг сайта,12070.71
2026-01-21,Закупка товара,Закупка — расходники упаковка,86526.99
2026-04-26,IT,Хостинг сайта,42131.28
2026-01-08,IT,Телефония,62669.93
2026-03-03,Закупка товара,Закупка — новый поставщик,218800.08
2026-02-20,Закупка товара,Закупка — поставщик Китай,214227.49
2026-06-12,IT,CRM — подписка,27231.68
2026-03-15,Логистика,Международная доставка,2549.99
2026-06-14,IT,Хостинг сайта,53153.92
